,Smiles,sdg
671,C1CCC(NC2CCCCC2)CC1,371.0
672,CNC1CCCCC1,308.0
673,CC(C)C1CCCCC1,302.0
674,CCC1(CC)CCCCC1,322.0
675,CC1(C)CCCCC1,277.0
676,C1CCC(SC2CCCCC2)CC1,392.85
677,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,412.0
678,CCCCC1CCCCC1,324.0
679,CCCCCCCCCCC1CCCCC1,407.0
680,CCC1CCCCC1,287.0
681,O=C=NC1CCCCC1,330.0
682,CC1CCCCC1,267.0
683,CCCC1CCCCC1,307.0
684,CC[C@H]1CC[C@H](CC)CC1,321.0
685,CC1CCC(C)C(C)C1C,319.0
686,SC1CCCCC1,310.0
687,OC1CCCCC1,333.0
688,CC1(O)CCCCC1,321.0
689,O=C1CCCCC1,311.0
690,C1=CCCCC1,257.0
691,C=C(C)[C@H]1CC=C(C)CC1,317.0
692,CC1=CCC(=C(C)C)CC1,330.0
693,C=CC1CC=C(C)CC1,305.0
694,C=C1C=CC(C(C)C)CC1,320.0
695,C=CCC1=CCCCC1,308.0
696,C1CCCCCCC1,301.0
697,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,405.0
698,C1=CCCCCCC1,298.0
699,NC1CCCC1,282.0
700,C1CCCC1,233.0
701,CC1(C)CCCC1,258.0
702,CCCCC1CCCC1,306.0
703,CCC1(C)CCCC1,280.0
704,CCC1CCCC1,270.0
705,CC1CCCC1,247.0
706,CCCC1CCCC1,289.0
707,CC(C)C1CCCC1,283.0
708,O=C(O)CC1CCCC1,386.0
709,O=C1CCCC1,298.0
710,CC1CC=CC1,246.0
711,NC1CC1,244.0
712,N#CC1CC1,306.0
713,O=C(O)C1CC1,344.15
714,CCCCCCCCCC=O,356.0
715,CCCCCCCCCC,320.0
716,O=C(O)CCCCCCCCC(=O)O,495.0
717,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,461.0
718,CCCCCCCCCC(=O)O,414.0
719,CCCCCCCCCC(=O)OC,368.0
720,c1ccc2c(c1)oc1ccccc12,400.0
721,c1ccc2c(c1)sc1ccccc12,431.0
722,COC(=O)CCC(=O)OC,358.15
723,CC(C)(C)SSC(C)(C)C,335.0
724,CCSSCC,311.0
725,CSSC,286.0
726,c1ccc(SSc2ccccc2)cc1,436.0
727,CCCSSCCC,336.0
728,CCSSC,299.0
729,CCCSSCC,324.0
730,CCCCCCCCCCCCCCCCCCCCCC,463.0
731,CCCCCCCCCCCC,350.0
732,CCCCCCCCCCCC(=O)O,430.0
733,CCCCCCCCCCCC(=O)OC,392.0
734,CCCCCCCCCCCCCCCCCCCC,444.0
735,CCCCCCCCCCCCCCCCCCCC(=O)O,492.0
736,CCN,228.0
737,CCN(CC)CC,262.0
738,CCNCC,244.0
739,CCN(O)CC,317.0
740,CCSC,252.0
741,CCOCOCC,266.0
742,ClCC(Cl)(Cl)Cl,320.0
743,CC(F)(F)F,186.0
744,CC(Cl)Cl,263.0
745,CCOC(C)OCC,280.0
746,COC(C)OC,256.15
747,CCOCC,228.0
748,CCOCCOCCOCC,339.0
749,COCCOCCOC,327.0
750,CCSCC,266.0
751,ClCCCl,288.0
752,CCOCCOCC,293.0
753,COCCOC,270.0
754,SCCS,315.0
755,CC(F)(F)Cl,211.0
756,CCBr,251.0
757,CCCl,221.0
758,CCF,182.0
759,CCOC(=O)C(=O)OCC,347.0
760,CC(=O)OO,316.0
761,CCSC(C)=O,286.0
762,CCS,234.0
763,SCCOCCS,365.0
764,CCCCC(CC)COCCO,373.0
765,CCCCOCCOCCOCCO,414.0
766,CCOCCOCCOCCO,404.0
767,COCCOCCOCCO,390.0
768,NCCOCCO,396.0
769,CC=CCOCCO,342.0
770,CCCCOCCOCCO,374.0
771,CCCCOCCOCCOC(C)=O,385.0
772,CCOCCOCCO,359.0
773,CCOCCOCCOC(C)=O,361.0
774,COCCOCCO,355.0
775,CCN(CC)CCO,325.0
776,CN(C)CCO,319.0
777,CCSCCO,348.0
778,CNCCO,340.0
779,OCCOCCOCCO,424.0
780,CN(CCO)CCO,399.0
781,OCCOCCOCCOCCO,462.0
782,OCCN(CCO)CCO,477.0
783,OCCNCCO,431.0
784,OCCOCCO,410.0
785,C=CC(C)OCCO,328.0
786,NCCO,359.0
787,CCCCOCCO,332.0
788,CCCCOCCOC(C)=O,331.0
789,OCCCl,328.0
790,CCOCCO,312.0
791,CCOCCOC(C)=O,327.0
792,OCCS,336.0
793,COCCO,304.0
794,CCCCCOCCO,345.0
795,CCCOCCO,319.0
796,CCCCCCOCCOCCO,406.0
797,CCCCCCOCCO,356.0
798,OCCSCCO,428.0
799,CC(=O)c1ccccc1O,361.0
800,CC(=O)c1ccccc1,348.0
801,C=C(Cl)Cl,247.0
802,C=COC=C,224.0
803,C=CBr,236.0
804,C=CCl,201.0
805,C=COCC,228.0
806,C=COC,212.0
807,ClC=C(Cl)Cl,294.0
808,c1ccc2c(c1)-c1cccc3cccc-2c13,459.0
809,C=O,206.0
810,CC(C)(C)OC=O,263.0
811,CCC(C)OC=O,273.0
812,CC(C)COC=O,277.0
813,CCCCOC=O,284.0
814,O=COC1CCCCC1,319.0
815,CCCCCCCCCCOC=O,368.0
816,C=COC=O,251.0
817,CCOC=O,251.0
818,CCCCCCCOC=O,328.0
819,CCCCCCOC=O,316.0
820,COC=O,246.0
821,CCCCCCCCCOC=O,354.0
822,CCCCCCCCOC=O,339.0
823,CCCCCOC=O,300.0
824,O=COCc1ccccc1,353.0
825,CCCOC=O,269.0
826,c1ccoc1,230.0
827,C1=COCC1,246.0
828,C1CCOC1,254.0
829,CCCCCCCCCCCCCCCCCCCCC,454.0
830,CCCCCCCCCCCCCCCCC,415.0
831,CCCCCCCCCCCCCCCCC(=O)O,468.0
832,CCCCCCC=O,311.0
833,CCCCCCC,267.0
834,CCCCCCCBr,334.0
835,CCCCCC(C)(C)C,287.0
836,CC(C)CCCC(C)C,291.0
837,CCCCCC(C)C,279.0
838,CCC(C)CC(C)(C)CC,302.0
839,CCCCC(C)CC,280.0
840,C=C(CC)CCCC,279.0
841,CCCC(C)CCC,279.0
842,O=C(O)CCCCCC(=O)O,487.0
843,CCCCCCC(=O)O,381.0
844,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,398.0
845,C=C(C)CCCCC,279.0
846,C=CCCCC(C)C,276.0
847,CCCCCCCCCCCCCCCC,402.0
848,CCCCCCCCCCCCCCCC(=O)O,463.0
849,C[Si](C)(C)O[Si](C)(C)C,271.0
850,CCCCCC=O,297.0
851,CCCCC(C=O)CC,317.0
852,CCCCC(C)C=O,306.0
853,CCCC(C)CC=O,304.0
854,CCCCCC,245.0
855,CCCCCCOCCCCCC,363.0
856,O=C=NCCCCCCN=C=O,395.0
857,CCCCCCOCC,304.0
858,CCCC(C)(C)C(C)(C)C,303.0
859,CC(C)(C)CCC(C)(C)C,290.0
860,CC(C)CCC(C)(C)C,281.0
861,CCCCC(C)(C)C,270.0
862,CCCC(C)C(C)C,277.0
863,CCC(C)CC(C)C,272.0
864,CC(C)CCC(C)C,272.0
865,CCCCC(C)C,260.0
866,CCCC(C)(C)CC,273.0
867,CCC(C)C(C)CC,278.0
868,CCCC(CC)CC,280.0
869,CCCC(C)CC,261.0
870,CCC(C)(C)CC(C)C,284.0
871,O=C(O)CCCCC(=O)O,483.0
872,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,469.0
873,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,457.0
874,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,494.0
875,CCCCCC#N,320.0
876,N#CCCCCCN,378.0
877,CCCCCC(=O)O,371.0
878,CCCCC(CC)C(=O)O,384.0
879,CCCCC(O)C(=O)O,414.0
880,CCCCC(C)C(=O)O,367.58
881,O=C(O)CCCCCO,443.0
882,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,380.0
883,C=C(C)C(C)CCC,274.0
884,C=CCCC(C)C,258.0
885,CC(C)(OO)c1ccccc1,372.0
886,CC(OO)c1ccccc1,413.0
887,CCCCOO,324.0
888,OOC1CCCCC1,381.0
889,CC1CCC(C(C)(C)OO)CC1,406.0
890,C1=CC(c2ccccc2)c2ccccc21,440.0
891,c1ccc2c(c1)COC2,345.0
892,C=CC(=C)C,227.0
893,c1ccc2cnccc2c1,375.0
894,c1cnoc1,286.0
895,C=C(C)C(=O)OCC,291.0
896,CN,215.0
897,CN(C)C,204.0
898,CNC,218.0
899,CBr,229.0
900,CCl,203.0
901,ClCCl,270.0
902,COCOC,235.0
903,CI,260.0
904,COC,190.0
905,ClCOCCl,308.0
906,COCCl,264.0
907,CS,217.0
908,CO,283.0
909,O=C(c1ccccc1)c1ccccc1,419.0
910,CCOC,211.0
911,C1COCCN1,303.0
912,c1ccc2c(c1)CCCC2,343.0
913,O=C=Nc1cccc2c(N=C=O)cccc12,450.0
914,CCCCc1cccc2ccccc12,402.0
915,Clc1cccc2ccccc12,386.0
916,CCCCCCCCCCc1cccc2ccccc12,458.0
917,CCc1cccc2ccccc12,380.0
918,CCCCCCc1cccc2ccccc12,425.0
919,CCCCCCC1CCCc2ccccc21,412.0
920,Cc1cccc2ccccc12,370.0
921,CCCCCCCCCc1cccc2ccccc12,449.0
922,CCCCCc1cccc2ccccc12,416.0
923,c1ccc(-c2cccc3ccccc23)cc1,436.0
924,CCCc1cccc2ccccc12,389.0
925,CCc1ccc2cc(CC)ccc2c1,411.0
926,Cc1ccc2ccc(C)cc2c1,382.0
927,CCc1ccc2ccccc2c1,377.0
928,Cc1ccc2ccccc2c1,368.0
929,CCN(C)CC,246.0
930,CCCCCCCCCCCCCCCCCCC,433.0
931,CCCCCCCCCCCCCCCCCCC(=O)O,484.0
932,CCCCCCCCC=O,341.0
933,CCCCCCCCC,301.0
934,CCCCCCCCCOCCCCCCCCC,431.0
935,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,363.0
936,CCCCCCCC(C)C,314.0
937,CCCCCCC(C)CC,314.0
938,CCCCCC(C)CCC,312.0
939,CCCCC(C)CCCC,312.0
940,O=C(O)CCCCCCCC(=O)O,491.0
941,CCCCCCCCC(=O)O,403.0
942,CCCCCCCCC(=O)OCCCC,365.0
943,C=CCCCCCCC,295.0
944,C=C(C)CCCCCCC,315.0
945,CCCCCCCCCCCCCCCCCC,422.0
946,CCCCCCCCCCCCCCCCCC(=O)O,476.0
947,CCCCCCCCCCCCCCCCCC(=O)OCCCC,446.0
948,CCCCCCCC=O,328.0
949,CCCCCCC(C)C=O,329.0
950,CCCCCCCC,284.0
951,CCCCCCCCOCCCCCCCC,411.0
952,CCCCCCCCSCCCCCCCC,428.0
953,CCCCCCC(C)(C)C,304.0
954,CCCCCC(C)C(C)C,310.0
955,CCCCC(C)CC(C)C,305.0
956,CCCC(C)CCC(C)C,306.0
957,CCC(C)CCCC(C)C,307.0
958,CC(C)CCCCC(C)C,307.0
959,CCCCCCC(C)C,298.0
960,CCCCCC(C)CC,299.0
961,CCCCC(C)CCC,297.0
962,O=C(O)CCCCCCC(=O)O,489.0
963,CCCCCCCC(=O)O,394.0
964,CCCCCCC(C)C(=O)O,391.0
965,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,416.0
966,C=C(C)CCCCCC,297.0
967,c1cocn1,267.0
968,C1COC1,245.0
969,c1ccc(OCC2CO2)cc1,386.0
970,C=CCOCC1CO1,319.0
971,CC1(C)CO1,235.0
972,ClCC1CO1,308.0
973,CCC1CO1,247.0
974,CC1CO1,229.0
975,OCC1CO1,344.0
976,CCCCCCCCCCCCCCC,389.0
977,CCCCCCCCCCCCCCC(=O)O,455.0
978,CCCCC=O,279.0
979,CCCCC,223.0
980,CCCCCOCCCCC,328.0
981,CCCCCCl,280.0
982,CCCCCOC,271.0
983,CCC(C)(C)C(C)(C)C,290.0
984,CC(C)C(C)C(C)(C)C,286.0
985,CCC(C)C(C)(C)C,272.0
986,CC(C)(C)CC(C)(C)C,278.0
987,CC(C)CC(C)(C)C,264.0
988,CCCC(C)(C)C,250.0
989,CC(C)C(C)(C)C(C)C,292.0
990,CCC(C)(C)C(C)C,275.0
991,CC(C)C(C)C(C)C,276.0
992,CCC(C)C(C)C,260.0
993,CC(C)CC(C)C,252.0
994,CCCC(C)C,239.0
995,CCC(CC)(CC)CC,293.0
996,CCC(C)(C)CC,254.0
997,CCC(CC)CC,262.0
998,CCC(CC)C(C)C,276.0
999,CCC(C)(CC)CC,277.0
1000,CCC(C)CC,242.0
1001,C=C(CC)CC,244.0
1002,O=CCCCC=O,354.0
1003,CC(C#N)CCC#N,379.0
1004,O=C(O)CCCC(=O)O,479.0
1005,CCCCC#N,306.0
1006,CCCCC(=O)O,358.15
1007,CCCC(C)(C)C(=O)O,365.0
1008,CC(=O)CCC(=O)O,416.0
1009,CCCCOC(=O)CCCC,337.0
1010,C=CCOOC(C)(C)C,285.0
1011,CC(C)(C)OOC(C)(C)C,276.0
1012,c1ccc2c(c1)ccc1ccccc12,435.0
1013,Oc1ccccc1,348.0
1014,Cc1cccc(O)c1C,366.0
1015,Cc1ccc(O)c(C)c1,362.0
1016,Cc1ccc(C)c(O)c1,361.0
1017,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,383.0
1018,Cc1cccc(C)c1O,355.0
1019,Oc1ccccc1Cl,329.0
1020,CCc1ccccc1O,356.0
1021,COc1ccccc1O,361.0
1022,Cc1ccccc1O,351.0
1023,Oc1cccc(Cl)c1,364.0
1024,CCc1cccc(O)c1,370.0
1025,Cc1cccc(O)c1,358.0
1026,Cc1cc(O)ccc1C(C)C,382.0
1027,Cc1cc(O)cc(C(C)C)c1,383.15
1028,CC(C)(C)CC(C)(C)c1ccc(O)cc1,408.0
1029,CCC(C)(C)c1ccc(O)cc1,393.0
1030,CC(C)(C)c1ccc(O)cc1,380.0
1031,CC(C)(c1ccccc1)c1ccc(O)cc1,445.0
1032,Oc1ccc(Cl)cc1,371.0
1033,CCc1ccc(O)cc1,370.0
1034,Cc1ccc(O)cc1,359.0
1035,Cc1ccc(C(C)C)c(O)c1,374.0
1036,CCCCCCCCCc1ccc(O)cc1,436.0
1037,c1ccc(P(c2ccccc2)c2ccccc2)cc1,472.0
1038,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,486.0
1039,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,500.0
1040,C1CCNCC1,278.0
1041,CC(C)OCC(O)COC(C)(C)C,400.0
1042,CCC=O,245.0
1043,CC(C)C=O,253.0
1044,CSCCC=O,331.0
1045,CC(C=O)CO,351.0
1046,CCC,169.0
1047,CCCSC,270.0
1048,CCCOCCC,264.0
1049,CC(C)COCC(C)C,285.0
1050,CC(Cl)CCl,285.0
1051,COCC(C)OC,273.71
1052,ClCCCCl,305.0
1053,CCCBr,261.0
1054,CCCCl,255.37
1055,CC(C)CCl,255.0
1056,CCCOCC,250.0
1057,CCOCC(C)C,258.0
1058,CCCI,275.0
1059,CCCOC,233.0
1060,COCC(C)C,243.0
1061,CC(COC(C)(C)C)OCC(C)OC(C)(C)C,395.482
1062,CCSC(C)(C)C,282.0
1063,CSC(C)C,261.0
1064,CC(C)OC(C)C,249.0
1065,CC(C)(C)OC(C)(C)C,271.0
1066,CC(C)Cl,234.0
1067,CCOC(C)C,240.0
1068,CCOC(C)(C)C,254.0
1069,COC(C)C,225.0
1070,COC(C)(C)C,240.15
1071,CC(C)C,191.0
1072,CC(C)COC(C)C,270.0
1073,CSC(C)(C)C,268.0
1074,CCCSCCC,300.0
1075,CC(C)(C)SC(C)(C)C,301.0
1076,CC(C)S,241.0
1077,N#CCC#N,387.0
1078,CCOC(=O)CC(=O)OCC,355.0
1079,COC(=O)CC(=O)OC,363.15
1080,CCC#N,285.0
1081,CC(O)C#N,369.0
1082,CC(C)(O)C#N,354.0
1083,CC(C)C#N,284.0
1084,CC(O)C(=O)OCC(C(=O)O)C(C)C(=O)O,494.0
1085,CC(C)(C)C(=O)O,342.0
1086,C=COC(=O)C(C)(C)C,280.9
1087,COC(=O)C(C)O,324.0
1088,CC(O)C(=O)O,406.0
1089,CC(C)(O)C(=O)O,394.0
1090,CC(C)C(=O)O,334.0
1091,CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,394.0
1092,CC(C)COC(=O)C(C)C,306.0
1093,CCOC(=O)C(C)C,282.0
1094,COC(=O)C(C)C,273.0
1095,CCCOC(=O)C(C)C,302.0
1096,CC(O)C(=O)O,351.0
1097,CCOCCC(=O)OCC,325.0
1098,O=C(O)CCS,391.0
1099,CCC(=O)OC(=O)CC,332.0
1100,CCCCOC(=O)CC,308.0
1101,C=COC(=O)CC,277.0
1102,CCOC(=O)CC,282.0
1103,CCC(=O)OC,271.0
1104,CCCOC(=O)CC,292.0
1105,CC(C)(C)OCCCOCCCO,393.0
1106,COCC(C)OCC(C)OC(C)=O,356.0
1107,CCOCCCOCCCOC(C)CO,406.32
1108,CCC(O)OC(O)CC,399.0
1109,C=C(Cl)CCl,282.0
1110,c1cc2ccc3cccc4ccc(c1)c2c34,472.0
1111,c1ccncc1,291.0
1112,Cc1cc(C)nc(C)c1,322.0
1113,Cc1cccc(C)n1,306.0
1114,Cc1ccccn1,297.0
1115,Cc1cccnc1,306.0
1116,Cc1ccncc1,307.0
1117,c1cncnc1,297.0
1118,C1CCNC1,276.0
1119,CN1CCCC1,259.0
1120,c1ccc2ncccc2c1,370.0
1121,Cc1ccc2ccccc2n1,378.0
1122,C[SiH](C)Cl,234.0
1123,C[SiH2]Cl,223.0
1124,Cl[SiH2]Cl,218.0
1125,Cl[Si](Cl)(c1ccccc1)c1ccccc1,420.66
1126,C[SiH](Cl)Cl,240.0
1127,C[Si](Cl)(Cl)c1ccccc1,349.0
1128,CO[Si](C)(C)OC,262.0
1129,C[SiH2]C,189.0
1130,C=C[Si](OC)(OC)OC,296.0
1131,Cl[SiH](Cl)Cl,245.0
1132,C=C[Si](Cl)(Cl)Cl,277.0
1133,Cl[Si](Cl)(Cl)c1ccccc1,353.0
1134,CO[SiH](OC)OC,273.0
1135,C[SiH](C)C,204.0
1136,CCO[Si](OCC)(OCC)OCC,324.82
1137,CC[C@H](C=C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,559.0
1138,CCCCCCCCSCC,366.0
1139,CCCCOS(=O)(=O)OCCCC,383.0
1140,CCOS(=O)OCC,324.0
1141,CC(C)C(C)(C)C(C)(C)C(C)(C)S,370.0
1142,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,489.0
1143,CCCCCCCCCCCCCC,376.0
1144,CCCCCCCCCCCCCC(=O)O,446.0
1145,CCCCCCCCCCCCCC(=O)OC(C)C,423.0
1146,C1CSC1,275.0
1147,c1ccsc1,264.0
1148,Cc1ccc(C)s1,297.0
1149,CCc1cccs1,297.0
1150,Cc1cccs1,282.0
1151,CCCc1cccs1,313.0
1152,CCc1cc(C)sc1C,330.0
1153,Cc1ccsc1,284.0
1154,C1CCSC1,290.0
1155,CC1CCCS1,295.0
1156,C/C=C/CCCCCCCCCCCCCCCCC,420.0
1157,C/C=C/CCCCCCCCCCCC,396.0
1158,C/C=C/C=O,284.0
1159,CCCCCCCCCCCCC=O,391.0
1160,CCCCCCCCCCCCC,365.0
1161,CCCCCCCCCCCCC(=O)O,439.0
1162,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,306.0
1163,CCCCCCCCCCC=O,369.0
1164,CCCCCCCCCCC,337.0
1165,CCCCCCCCC(C)CC,346.0
1166,CCCCCCCCCCCN,368.0
1167,CCCCCCCCCCC(=O)O,420.0
