,Smiles,sdg,Canonical_SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
80,CCCCN(C)C,266.0,CCCCN(C)C,7.540625,7.540625,0.8089583333333334,-3.978125000000002,0.5183748699715436,53.57142857142857,101.19299999999993,86.073,101.12044947999999,44,0,0.04303273902669404,-0.3094001160449872,0.3094001160449872,0.04303273902669404,1.7142857142857142,2.5714285714285716,3.142857142857143,2.0792050373911266,6.296002724840103,381.7264097298404,18.577350269189626,18.44721359549996,3.447213595499958,9.116025403784437,8.920820393249937,1.4208203932499368,0.6972135954999579,0.6972135954999579,0.2302050983124842,0.2302050983124842,0.08385254915624211,0.08385254915624211,-0.04,8516.423833154055,0.5627547928442398,4.127785234899329,5.960000000000001,67.39835277253319,4.899909730850477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.224817018625059,26.821438386209817,20.561378342553297,0.0,20.561378342553297,0.0,0.0,4.899909730850477,0.0,19.597741919954437,20.448513484880436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.348423215730914,0.0,0.0,40.15912026250775,0.0,0.0,0.0,0.0,3.24,44.94616513568535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.561378342553297,108.08024234693879,0.0,-0.8089583333333334,0.0,0.0,0.0,0.0,-7.827083333333337,-14.944200680272113,0.0,1.0,7,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,1.3481,33.46199999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,CCCCNCCCC,307.0,CCCCNCCCC,7.636947278911565,7.636947278911565,1.1179166666666673,-4.18792517006803,0.5419214669824942,54.111111111111114,129.24699999999993,110.09499999999998,129.151749608,56,0,0.1221898454588755,-0.3167329494204101,0.3167329494204101,0.1221898454588755,1.3333333333333333,1.8888888888888888,2.3333333333333335,2.42363212143803,6.497077034119951,515.4631499346235,23.577350269189626,23.44721359549996,4.447213595499958,11.654700538379252,11.394427190999917,1.9472135954999579,0.8354101966249684,0.8354101966249684,0.34860679774997894,0.34860679774997894,0.13975424859373686,0.13975424859373686,-0.04,127337.63166035409,0.7810779349998681,7.960000000000003,7.9600000000000035,85.59620414764059,5.309813353288375,1.4118420783282006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.449634037250117,25.73956917129065,24.673654011063956,0.0,26.08549608939216,0.0,0.0,5.309813353288375,0.0,39.195483839908874,12.99371936863189,0.0,0.0,0.0,5.309813353288375,0.0,0.0,0.0,12.99371936863189,0.0,0.0,63.86913785097289,0.0,1.4118420783282006,0.0,0.0,12.03,57.49901656182913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08549608939216,140.32415981670445,0.0,0.0,-1.1179166666666673,0.0,0.0,0.0,-16.282210175736967,-15.924032974300838,0.0,1.0,9,1,1,0,0,0,0,0,0,1,1,1,8,0,0,0,0,2.1761999999999997,42.68570000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,CCCCS,272.0,CCCCS,7.203125,7.203125,0.3046527777777779,-3.3635416666666664,0.49025297206668045,48.8,90.19099999999995,80.11099999999999,90.05032132,32,0,0.10221136353239979,-0.17936407937677334,0.17936407937677334,0.10221136353239979,2.4,3.4,4.0,2.0119671581158425,5.3794640133254905,228.06711246966347,12.707106781186548,12.408248290463863,3.224744871391589,6.310660171779822,5.862372435695795,1.3623724356957945,0.3520620726159658,0.5561862178478972,0.11353103630798289,0.21559310892394862,0.025515518153991442,0.07654655446197431,0.35,657.9132607038805,0.4916188129029124,4.349999999999999,4.349999999999998,52.719744903903525,0.0,1.1237991730321881,0.0,0.0,0.0,0.0,0.0,0.0,12.53269603815698,0.0,13.224817018625059,12.077881786479537,12.33682700553198,0.0,12.33682700553198,12.53269603815698,1.1237991730321881,0.0,0.0,19.597741919954437,5.704956885150159,0.0,0.0,0.0,0.0,0.0,0.0,12.53269603815698,6.828756058182346,0.0,0.0,31.934568925486413,0.0,0.0,0.0,0.0,0.0,25.302698805104598,0.0,0.0,12.53269603815698,0.0,0.0,0.0,0.0,0.0,0.0,13.460626178564167,70.02717592592593,-0.3046527777777779,0.0,0.0,-2.939583333333333,0.0,0.0,-6.657523148148148,-3.292083333333334,0.0,1.0,5,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1.7163,28.76099999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,CCCCO,306.0,CCCCO,7.098958333333334,7.098958333333334,3.35625,-3.479166666666667,0.5128217987135145,48.8,74.12299999999995,64.04299999999999,74.07316494,32,0,0.2100365330022028,-0.396376752069211,0.396376752069211,0.2100365330022028,2.4,3.4,4.0,2.0119671581158425,5.3794640133254905,228.06711246966347,12.707106781186548,12.408248290463863,2.408248290463863,6.310660171779822,5.862372435695795,0.9541241452319316,0.3520620726159658,0.3520620726159658,0.11353103630798289,0.11353103630798289,0.025515518153991442,0.025515518153991442,-0.04,657.9132607038805,0.39911790543591597,3.9600000000000004,3.9600000000000004,46.764686383020766,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,13.224817018625059,6.372924901329379,16.154295136107827,2.7415171123404405,17.44563519663919,0.0,1.4311996572326342,0.0,0.0,19.597741919954437,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098993091256135,0.0,0.0,31.934568925486413,0.0,0.0,0.0,0.0,20.23,26.156727162870723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,13.768026662764614,68.75958333333334,0.0,0.0,3.4022916666666667,0.0,0.0,0.0,-6.946875,-6.715000000000001,0.0,1.0,5,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0.7787999999999999,21.993799999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,CCC(CC)CO,330.0,CCC(CC)CO,7.75,7.75,3.4816666666666665,-4.078125,0.5709677520374143,50.857142857142854,102.17699999999992,88.06499999999998,102.104465068,44,0,0.2100508609595203,-0.39608853537552213,0.39608853537552213,0.2100508609595203,2.0,2.7142857142857144,3.142857142857143,2.2346935400679295,6.619620222946826,349.90592101310904,17.707106781186546,17.408248290463863,3.408248290463863,8.810660171779821,8.362372435695795,1.4541241452319316,0.7270620726159658,0.7270620726159658,0.3520620726159658,0.3520620726159658,0.08228103630798289,0.08228103630798289,-0.04,7669.468229513134,0.6205555800980719,4.127785234899329,2.6311409395973158,65.11445261248525,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,26.449634037250117,5.893957685363079,21.637329360788705,2.7415171123404405,22.92866942132007,0.0,1.4311996572326342,0.0,5.893957685363079,26.449634037250117,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098993091256135,0.0,5.893957685363079,44.269495267463,0.0,0.0,0.0,0.0,20.23,38.902576965529484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,19.251060887445494,100.86812499999998,0.0,0.0,3.4816666666666665,0.0,-4.078125,0.0,-7.939583333333335,-11.332083333333337,0.0,1.0,7,1,1,0,0,0,0,0,0,1,1,1,6,0,0,0,0,1.4149,31.15779999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,CCC(C)CO,313.0,CCC(C)CO,7.515625,7.515625,3.456666666666666,-3.791666666666667,0.5340885234757722,58.0,88.14999999999993,76.05399999999999,88.088815004,38,0,0.2100506262681115,-0.396099194994739,0.396099194994739,0.2100506262681115,2.5,3.5,4.0,2.1187908753743554,6.1431445976198615,300.57008077820336,15.207106781186548,14.908248290463863,2.908248290463863,7.560660171779822,7.112372435695795,1.2041241452319316,0.6020620726159658,0.6020620726159658,0.22706207261596578,0.22706207261596578,0.025515518153991442,0.025515518153991442,-0.04,2192.9485560124576,0.5097508009967959,3.1616129032258065,2.212525252525253,55.93956949775302,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,20.076709135920737,5.893957685363079,18.895812248448266,2.7415171123404405,20.18715230897963,0.0,1.4311996572326342,0.0,5.893957685363079,20.076709135920737,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098993091256135,0.0,5.893957685363079,35.15505325379316,0.0,0.0,0.0,0.0,20.23,32.52965206420011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,16.509543775105055,84.71354166666666,0.0,0.0,3.456666666666666,0.0,-3.791666666666667,0.0,-3.7541666666666664,-10.874375000000004,0.0,1.0,6,1,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1.0248,26.54079999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,CC(C)CCO,313.0,CC(C)CCO,7.4818750000000005,7.4818750000000005,3.4272916666666666,-3.7802083333333334,0.5340885234757722,50.0,88.14999999999993,76.05399999999999,88.088815004,38,0,0.21003676811245672,-0.3963660786745107,0.3963660786745107,0.21003676811245672,2.3333333333333335,3.1666666666666665,3.6666666666666665,2.118114228899472,6.097170244273177,284.5700807782033,15.207106781186548,14.908248290463863,2.908248290463863,7.560660171779822,7.112372435695795,1.2041241452319316,0.6020620726159658,0.6020620726159658,0.1760310363079829,0.1760310363079829,0.051031036307982884,0.051031036307982884,-0.04,2185.893884224255,0.5097508009967959,3.1616129032258065,3.9600000000000004,55.93956949775302,5.1088081911072125,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,13.703784234591359,12.266882586692457,18.895812248448266,2.7415171123404405,20.18715230897963,0.0,1.4311996572326342,0.0,5.893957685363079,20.076709135920737,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098993091256135,0.0,5.893957685363079,35.15505325379316,0.0,0.0,0.0,0.0,20.23,32.52965206420011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,16.509543775105055,84.73083333333332,0.0,0.0,3.4272916666666666,0.0,-3.7802083333333334,0.0,-3.765625000000001,-10.862291666666668,0.0,1.0,6,1,1,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1.0248,26.54079999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,CC(=O)OCCC(C)C,302.0,CC(=O)OCCC(C)C,11.219329648526077,11.219329648526077,2.2038808578987146,-4.0997916666666665,0.5422095914375367,41.333333333333336,130.18699999999995,116.07499999999999,130.099379688,54,0,0.302123037200498,-0.46586693130001083,0.46586693130001083,0.302123037200498,2.0,2.7777777777777777,3.3333333333333335,2.216030909735363,6.139934491108617,439.2169155175013,19.284457050376172,18.316496580927726,4.316496580927726,9.627827084841575,8.862372435695795,1.8623724356957947,0.9915816237971964,0.9915816237971964,0.3197597755906153,0.3197597755906153,0.12289540594929911,0.12289540594929911,-0.53,15618.585851814838,1.0253225880980366,4.3587538349811625,7.470000000000003,75.8735580461092,4.736862953800049,0.0,0.0,0.0,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,0.0,13.703784234591359,12.266882586692457,23.300994791338315,9.300502355256729,28.722019924254944,5.9693052879518484,0.0,0.0,5.893957685363079,26.928601253216417,6.558985242916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.528290530868137,9.53140013787187,5.893957685363079,46.11922103959953,0.0,0.0,0.0,0.0,26.3,45.35084946944763,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,19.190619786383078,103.9815480914588,0.0,11.219329648526077,0.0,0.0,-6.2400699168556315,0.0,-4.0997916666666665,-15.19434948979592,0.0,0.8571428571428571,9,0,2,0,0,0,0,0,0,2,0,2,6,0,0,0,0,1.5956000000000001,36.087999999999994,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,C#CC(=C)C,219.0,C#CC(=C)C,6.772453703703704,6.772453703703704,0.5902777777777775,-2.548726851851852,0.37253922246462745,23.2,66.103,60.05499999999999,66.046950192,26,0,0.12421174743231846,-0.11503793953958465,0.12421174743231846,0.11503793953958465,2.8,3.8,4.0,1.7870827496250856,4.902075856893875,219.58276015876595,9.068914100752346,8.5,2.5,4.892064077957809,4.0,1.0,0.5,0.5,0.125,0.125,0.0,0.0,-0.7000000000000001,144.75370271963195,0.5414151925078043,1.603030303030303,3.3,40.93846484609789,0.0,1.3707585561702202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.399401534821945,12.451473280857511,12.424996647364946,4.1122756685106605,2.7415171123404405,8.224551337021321,0.0,0.0,0.0,0.0,6.851892117295679,0.0,12.104143492071135,0.0,12.319835853677588,0.0,0.0,0.0,0.0,0.0,0.0,12.319835853677588,15.076443454316998,12.104143492071135,0.0,0.0,0.0,0.0,18.956035609366815,0.0,0.0,0.0,0.0,0.0,0.0,6.399401534821945,5.920434318855644,0.0,8.224551337021321,40.100462962962965,0.0,0.0,0.0,-0.5902777777777775,1.880787037037037,0.0,1.597800925925926,-3.405439814814815,0.0,0.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1957,23.64699999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,C=C(C)C(C)(C)C,249.0,C=C(C)C(C)(C)C,7.314583333333333,7.314583333333333,1.654282407407407,-3.822337962962963,0.408424584629818,47.42857142857143,98.18899999999992,84.07699999999998,98.109550448,42,0,0.05373791901804599,-0.09961070977725575,0.09961070977725575,0.05373791901804599,1.7142857142857142,2.4285714285714284,2.5714285714285716,2.0294882838834183,7.106640639908047,370.52527685921166,17.654700538379252,17.5,3.5,8.81538414090221,8.5,1.5,1.125,1.125,0.375,0.375,0.0,0.0,-0.26,5877.398070126379,0.5698878326039939,1.68828480015081,2.436864111498258,65.90888768437436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.659819843958175,12.266882586692457,16.44910267404264,2.7415171123404405,19.190619786383078,0.0,0.0,0.0,5.414990469396779,27.407568469182717,0.0,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,46.59818825556583,12.104143492071135,0.0,0.0,0.0,0.0,44.92670243065063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.190619786383078,101.6778935185185,0.0,0.0,0.0,-5.5353009259259265,0.0,0.0,0.0,-16.559259259259257,0.0,0.7142857142857143,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.608600000000001,34.26899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,C=C(C)C(C)C,236.0,C=C(C)C(C)C,7.583912037037036,7.583912037037036,1.488657407407407,-3.509837962962963,0.4272019529906664,46.0,84.16199999999994,72.06599999999999,84.093900384,36,0,0.05372756436603389,-0.09988150017749044,0.09988150017749044,0.05372756436603389,2.1666666666666665,3.0,3.1666666666666665,1.945025296832722,6.332032963927186,319.0498111861477,15.154700538379252,15.0,3.0,7.565384140902211,7.25,1.25,0.75,0.75,0.25,0.25,0.0,0.0,-0.26,1851.6640825847512,0.46021171362135654,2.012323325522952,2.0073796791443854,56.734004569642124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.807927726662495,12.745849802658757,13.7075855617022,2.7415171123404405,16.44910267404264,0.0,0.0,0.0,5.893957685363079,20.555676351887037,0.0,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893957685363079,37.004779025929686,12.104143492071135,0.0,0.0,0.0,0.0,38.55377752932125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44910267404264,85.16180555555555,0.0,0.0,0.0,-1.50462962962963,-3.509837962962963,0.0,0.0,-11.81400462962963,0.0,0.6666666666666666,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.2184999999999997,29.651999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,C=C(C)CC,221.0,C=C(C)CC,7.16724537037037,7.16724537037037,1.296296296296296,-3.2181712962962967,0.4136396804400309,44.0,70.13499999999998,60.05499999999999,70.07825032,30,0,0.05371727978372392,-0.100151220295327,0.100151220295327,0.05371727978372392,2.6,3.6,3.8,1.7600493675288889,5.630258941121767,260.51778521956265,12.654700538379252,12.5,2.5,6.315384140902211,6.0,1.0,0.5,0.5,0.125,0.125,0.0,0.0,-0.26,519.2145634210223,0.3511948030485054,2.0073796791443854,3.740000000000001,47.55912145490989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.531038962001867,12.424996647364946,13.224817018625059,10.96606844936176,2.7415171123404405,13.7075855617022,0.0,0.0,0.0,0.0,20.076709135920737,0.0,12.104143492071135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78429469762294,12.104143492071135,0.0,0.0,0.0,0.0,32.180852627991875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,69.21863425925925,0.0,0.0,0.0,-1.296296296296296,0.0,0.0,-3.197337962962963,-7.6416666666666675,0.0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.9725,25.10499999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,C=CC(C)(C)C,225.0,C=CC(C)(C)C,7.32349537037037,7.32349537037037,1.4459490740740735,-3.5754629629629626,0.3946527591486384,46.0,84.16199999999994,72.06599999999999,84.093900384,36,0,0.05752428179001739,-0.10255392015845569,0.10255392015845569,0.05752428179001739,2.0,2.6666666666666665,2.8333333333333335,1.9429204425091415,6.582744511629245,297.0107111688399,15.154700538379252,15.0,3.0,7.604059275497024,7.25,1.25,0.875,0.875,0.1875,0.1875,0.0,0.0,-0.26,1896.290351888922,0.46021171362135654,1.4594921149257283,3.7400000000000007,56.734004569642124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.531038962001867,26.607748097922606,5.414990469396779,12.33682700553198,4.1122756685106605,16.44910267404264,0.0,0.0,0.0,5.414990469396779,20.555676351887037,0.0,12.583110708037434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.414990469396779,37.004779025929686,12.583110708037434,0.0,0.0,0.0,0.0,38.55377752932125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44910267404264,85.58090277777777,0.0,0.0,0.0,-3.5358796296296298,0.0,-1.5393518518518523,0.0,-12.172337962962962,0.0,0.6666666666666666,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2184999999999997,29.651999999999983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,C=CC(Cl)CCl,298.0,C=CC(Cl)CCl,7.0871913580246915,7.0871913580246915,0.9683641975308641,-2.6815586419753084,0.39080915976240505,35.0,124.99799999999998,118.95,123.98465555199999,36,0,0.06483726080114198,-0.12476354932956453,0.12476354932956453,0.06483726080114198,2.6666666666666665,3.3333333333333335,3.5,1.8292150504973614,5.007620490306531,200.08384997862262,10.154700538379252,8.755928946018454,4.267786838055363,5.104059275497024,4.127964473009227,1.8838934190276815,0.5334733547569205,1.1004200642707611,0.1927054039665925,0.6674019261854919,0.0236227795630767,0.0708683386892301,0.31999999999999995,188.40915020122821,1.395878085629737,3.50796992481203,2.5514814814814817,56.18082979360536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7329187424669,6.052071746035566,0.0,8.57362383571415,10.83617373208829,8.224551337021321,23.20187978046503,0.0,0.0,0.0,5.35313950740741,5.832106723373709,12.583110708037434,0.0,0.0,0.0,0.0,0.0,23.20187978046503,11.185246230781118,0.0,0.0,8.224551337021321,12.583110708037434,0.0,0.0,0.0,0.0,23.768356938818552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.42643111748635,41.03000771604938,10.288950617283948,0.0,-2.5898919753086416,0.0,-2.6815586419753084,-0.9683641975308641,0.0,-1.023587962962963,0.0,0.5,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2.0186,30.557999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
